,date,content,url,hashtags,topic
0,2015-01-29 23:26:09+00:00,It's a trip that #OscarsSoWhite  named their nominees on MLK Day and will have their broadcast in February during Black History Month. smdh,https://twitter.com/RALPHREMINGTON/status/560941999885664256,['OscarsSoWhite'],oscars
1,2015-01-29 23:22:01+00:00,#Oscarssowhite calls out racial disparity in Hollywood today http://t.co/88bEKFAyuQ via @NaomiJayHarris http://t.co/TcNry2KQoO,https://twitter.com/thedbk/status/560940962357080065,['Oscarssowhite'],oscars
2,2015-01-29 23:14:42+00:00,#OscarsSoWhite  First all white group of acting nominees since 1998 mmh ARE YOU bragging or complaining?  No fun without #joanrivers ANYWAY,https://twitter.com/MeYouAndLaughs/status/560939118231044097,"['OscarsSoWhite', 'joanrivers']",oscars
3,2015-01-29 21:38:42+00:00,RT @JeffJSays: #ThatADHDShow 002:#OscarsSoWhite feat @PiaGlenn http://t.co/Si2Ki4XSkW music by @_WordSmiff_#BOEIII,https://twitter.com/seveneighteen_/status/560914962181537792,"['ThatADHDShow', 'OscarsSoWhite']",oscars
4,2015-01-29 20:27:55+00:00,"How will we know when Hollywood,TV and movies are diverse enough? #OscarsSowhite",https://twitter.com/CrowdPleeza/status/560897145281449984,['OscarsSowhite'],oscars
5,2015-01-29 20:08:28+00:00,RT @JeffJSays: #ThatADHDShow 002: #OscarsSoWhite feat @PiaGlennhttp://t.co/BBrbV8D99e music by @_WordSmiff_ #BOEIII,https://twitter.com/Amira320/status/560892253494063104,"['ThatADHDShow', 'OscarsSoWhite', 'BOEIII']",oscars
6,2015-01-29 19:42:25+00:00,--&gt; RT @JeffJSays: #ThatADHDShow 002: #OscarsSoWhite feat @PiaGlennhttp://t.co/BBrbV8D99e music by @_WordSmiff_ #BOEIII,https://twitter.com/mrmess/status/560885698320814081,"['ThatADHDShow', 'OscarsSoWhite', 'BOEIII']",oscars
7,2015-01-29 19:27:42+00:00,"@nubianbrotha @violadavis @TheAcademy the problem. Instead of #OscarsSoWhite, I just think it should be #MoviesSoWhite or #HollywoodSoWhite",https://twitter.com/ClayBroomes/status/560881993140166656,"['OscarsSoWhite', 'MoviesSoWhite', 'HollywoodSoWhite']",oscars
8,2015-01-29 19:24:13+00:00,Watch Ava DuVernay's Perfect Response To Her 'Selma' Oscar Snub http://t.co/FCiSQChaYd via @HuffPostEnt #OscarsSoWhite,https://twitter.com/MenopauseBarB/status/560881115662008320,['OscarsSoWhite'],oscars
9,2015-01-29 19:19:53+00:00,Why do I have a feeling that next year's Oscars will have TONS of POC nominees? #OscarsSoWhite,https://twitter.com/jrc2666/status/560880027613396992,['OscarsSoWhite'],oscars
10,2015-01-29 19:18:02+00:00,#ICYMI on #VALIDmag: Oscar Nominations’ Lack of Diversity Spurs Social Media Hashtag #OscarsSoWhite http://t.co/uNzcnWKWIW #TWiBnation,https://twitter.com/VALIDmag/status/560879561194602496,"['ICYMI', 'VALIDmag', 'OscarsSoWhite', 'TWiBnation']",oscars
11,2015-01-29 18:43:38+00:00,"Oscar oylamasına katılanların %94'ü beyaz , %76'sı erkek , ortalama yaşları ise 63. #OscarsSoWhite",https://twitter.com/ozlermert/status/560870902607642624,['OscarsSoWhite'],oscars
12,2015-01-29 18:16:00+00:00,"Mitchelle, @MitMej: ""Wait, so French is considered white? I thought French was just considered French."" #OscarsSoWhite",https://twitter.com/iamgaryallen/status/560863950674210816,['OscarsSoWhite'],oscars
13,2015-01-29 18:12:59+00:00,Another White Oscar Nominee... http://t.co/xaHf0etSQZ #OscarsSoWhite @WritersofColour,https://twitter.com/MDI_UK/status/560863188464717824,['OscarsSoWhite'],oscars
14,2015-01-29 17:46:40+00:00,That ADHD Show Presents: ##OscarsSoWhite – ADHD002 http://t.co/14Yf2SVqac #ADHDShow #adhdpodcast #adhdshow #hollywod,https://twitter.com/krissybdavis/status/560856567055392768,"['OscarsSoWhite', 'ADHDShow', 'adhdpodcast', 'adhdshow', 'hollywod']",oscars
15,2015-01-29 17:45:31+00:00,RT @JeffJSays: #ThatADHDShow 002: #OscarsSoWhite feat @PiaGlenn http://t.co/6EZLYVlor5 music by @_WordSmiff_ #BOEIII,https://twitter.com/JamalJimoh/status/560856277174067202,"['ThatADHDShow', 'OscarsSoWhite', 'BOEIII']",oscars
16,2015-01-29 17:43:34+00:00,RT @JeffJSays: #ThatADHDShow 002:#OscarsSoWhite feat @PiaGlenn http://t.co/UlLSkzpsMK music by @_WordSmiff_#BOEIII,https://twitter.com/TheKidSkoob/status/560855786075979776,"['ThatADHDShow', 'OscarsSoWhite']",oscars
17,2015-01-29 17:41:29+00:00,This! RT @JeffJSays: #ThatADHDShow 002: #OscarsSoWhite feat @PiaGlennhttp://t.co/BBrbV8D99e music by @_WordSmiff_ #BOEIII,https://twitter.com/theycallmeCC/status/560855262089994240,"['ThatADHDShow', 'OscarsSoWhite', 'BOEIII']",oscars
18,2015-01-29 17:35:50+00:00,"!!! RT: @PiaGlenn Hey, I was the guest on @ThatADHDShow with @JeffJSays discussing #OscarsSoWhite, ""diversity"" &amp; more http://t.co/PqVz9UMEQ2",https://twitter.com/HelloMocha/status/560853840073723904,['OscarsSoWhite'],oscars
19,2015-01-29 17:28:52+00:00,"Hey Tweetie Pies, I was the guest on @ThatADHDShow with @JeffJSays discussing #OscarsSoWhite, ""diversity,"" and more! http://t.co/MI7AJnkrfa",https://twitter.com/PiaGlenn/status/560852085680652288,['OscarsSoWhite'],oscars
20,2015-01-29 17:13:21+00:00,"Posted on #OscarsSoWhite issue of diversity, or lack there of. Hollywood business as usual: http://t.co/nmJAWILuvl http://t.co/46WerGvZgy",https://twitter.com/AcademiadeCruz/status/560848181768880128,['OscarsSoWhite'],oscars
21,2015-01-29 17:11:05+00:00,speaking of the #Oscars2015 wrote a new piece on #OscarsSoWhite for @womenoncomics read it here: http://t.co/QtXOwE8rSK,https://twitter.com/BoricuaDesiree/status/560847613793431552,"['Oscars2015', 'OscarsSoWhite']",oscars
22,2015-01-29 16:57:46+00:00,#ThatADHDShow 002: #OscarsSoWhite feat @PiaGlenn http://t.co/rpiytVLrIe music by @_WordSmiff_ #BOEIII,https://twitter.com/PowerAfterHours/status/560844260560236544,"['ThatADHDShow', 'OscarsSoWhite', 'BOEIII']",oscars
23,2015-01-29 16:54:00+00:00,#ThatADHDShow 002: #OscarsSoWhite feat @PiaGlenn http://t.co/BBrbV8D99e music by @_WordSmiff_ #BOEIII,https://twitter.com/JeffJSays/status/560843311724756993,"['ThatADHDShow', 'OscarsSoWhite', 'BOEIII']",oscars
24,2015-01-29 16:22:19+00:00,"Harvey Weinstein may be a Movie Producing GOD, but Judi Dench tattooing his Name on her British arse is one for the books.#OscarsSoWhite",https://twitter.com/MajesticBrotha/status/560835339452182528,['OscarsSoWhite'],oscars
25,2015-01-29 15:59:59+00:00,"""WATCH: Ava DuVernay Talks Selma, #OscarsSoWhite, and Hollywood’s Lack of Diversity"" http://t.co/z8lWSUyVJQ",https://twitter.com/blkgirlstalking/status/560829719042482176,['OscarsSoWhite'],oscars
26,2015-01-29 15:30:08+00:00,"While the West complains about #OscarsSoWhite, @bbcmediaaction takes a look at the role of #media in #girls lives @ http://t.co/AuCinc0GIB",https://twitter.com/teenvoices/status/560822208088383490,"['OscarsSoWhite', 'media', 'girls']",oscars
27,2015-01-29 14:20:30+00:00,"Beyond #OscarsSoWhite, Seeing The “Bigger Picture” http://t.co/r90A8LLOT5",https://twitter.com/striveusa/status/560804685725327361,['OscarsSoWhite'],oscars
28,2015-01-29 13:25:39+00:00,"Go fuck yourselves, guys, seriously. The Oscar goes to the best movie, not to the most ""tolerant"" one. #OscarsSoWhite",https://twitter.com/McFuckyouers/status/560790882203742208,['OscarsSoWhite'],oscars
29,2015-01-29 12:49:58+00:00,@Soeby79 Harusnya 'Lost Stars'. Tapi yah... tuduhan #OscarsSoWhite bakal makin menguat kalau 'Selma' pulang dengan tangan kosong. Politis.,https://twitter.com/sir_amirsyarif/status/560781901812621313,['OscarsSoWhite'],oscars
30,2015-01-29 11:22:10+00:00,"SELMA Director Ava DuVernay on Hollywood’s Lack of Diversity, Oscar Snub and #OscarsSoWhite H… http://t.co/WrXQvL41qH via @wordpressdotcom",https://twitter.com/eslkevin/status/560759806177210368,['OscarsSoWhite'],oscars
31,2015-01-29 09:15:03+00:00,"Selma Director Ava DuVernay on Hollywood’s Lack of Diversity, Oscar Snub and #OscarsSoWhite Hashtag http://t.co/KrNeQtRwDU via @democracynow",https://twitter.com/CyrilleAutin/status/560727813268205568,['OscarsSoWhite'],oscars
32,2015-01-29 09:01:58+00:00,Como são escolhidos os vencedores dos Óscares? http://t.co/xUgCS3yIdG #Oscars2015 #Oscars #OscarsSoWhite,https://twitter.com/VasCuco/status/560724522769592320,"['Oscars2015', 'Oscars', 'OscarsSoWhite']",oscars
33,2015-01-29 06:57:47+00:00,#OscarsSoWhite but I'm lookin' fa a plug to get in -- I'll fit right in; imma black Republican🐘,https://twitter.com/LouisMacarthur_/status/560693271932837888,['OscarsSoWhite'],oscars
34,2015-01-29 06:24:21+00:00,"Selma Director @AVAETC  on Hollywood’s Lack of Diversity, #Oscar Snub and #OscarsSoWhite Hashtag http://t.co/vG379bAUwO via @democracynow",https://twitter.com/theaafca/status/560684857106264065,"['Oscar', 'OscarsSoWhite']",oscars
35,2015-01-29 05:23:04+00:00,"Selma Director Ava DuVernay on Hollywood's Lack of Diversity, Oscar Snub...: http://t.co/Yfw2Ji18DI #Oscarssowhite",https://twitter.com/gacd86/status/560669433257947136,['Oscarssowhite'],oscars
36,2015-01-29 04:00:04+00:00,#OscarsSoWhite raises important questions about #Oscars voter base but there’s a deeper underlying issue http://t.co/ctttAfwkrY,https://twitter.com/The_Gateway/status/560648547201478656,"['OscarsSoWhite', 'Oscars']",oscars
37,2015-01-29 03:47:48+00:00,28 #BlackFilms You Need To See @ScottWoods #oscarssowhite #blackartmatters https://t.co/fKuwDGjE4T,https://twitter.com/Shelley_A_Davis/status/560645457521950720,"['BlackFilms', 'oscarssowhite', 'blackartmatters']",oscars
38,2015-01-29 03:40:03+00:00,"Not only illustrates Kurosawa's genius, but also critiques Theory of Everything &amp; Imitation Game. #oscarssowhite http://t.co/4hwGKVKYsP",https://twitter.com/ho_howard/status/560643507191558144,['oscarssowhite'],oscars
39,2015-01-29 03:30:18+00:00,"Interview with #Selma Director #AvaDuVernay on Hollywood’s Lack of Diversity, #Oscar Snub &amp; #OscarsSoWhite Hashtag http://t.co/VHfeDXjWrg",https://twitter.com/CBCAdrianH/status/560641055763480576,"['Selma', 'AvaDuVernay', 'Oscar', 'OscarsSoWhite']",oscars
40,2015-01-29 03:18:26+00:00,"""WATCH: Ava DuVernay Talks Selma, #OscarsSoWhite, and Hollywood’s Lack of Diversity"" http://t.co/A8Xp8NLyT2",https://twitter.com/iamtnd/status/560638069343150080,['OscarsSoWhite'],oscars
41,2015-01-29 02:37:53+00:00,#HISTORY VS. #MOVIE?  http://t.co/uV61kOyoOt via @po_st #selmamovie #blacktwitter #oscarssowhite #americansniper #culture #entertainment,https://twitter.com/LMY80s/status/560627865088425984,"['HISTORY', 'MOVIE', 'selmamovie', 'blacktwitter', 'oscarssowhite', 'americansniper', 'culture', 'entertainment']",oscars
42,2015-01-29 02:12:39+00:00,Ava DuVernay's Perfect Response To Her 'Selma' Oscar Snub http://t.co/wIReoPZpdE #BlackLivesMatter #OscarsSoWhite #Ferguson #ReclaimMLK,https://twitter.com/surrealintel/status/560621515352571907,"['BlackLivesMatter', 'OscarsSoWhite', 'Ferguson', 'ReclaimMLK']",oscars
43,2015-01-29 01:55:50+00:00,"Selma Director Ava DuVernay on Hollywood’s Lack of Diversity, Oscar Snub and #OscarsSoWhite Hashtag http://t.co/47G67KnKRj via @democracynow",https://twitter.com/Smillaraaq/status/560617280774897664,['OscarsSoWhite'],oscars
44,2015-01-29 01:54:41+00:00,"#BellLetsTalk about the @TheAcademy #Oscars2015. I don't care if #OscarsSoWhite I still want to win one really, really badly. #dreams",https://twitter.com/RambleRoam/status/560616994324889600,"['BellLetsTalk', 'Oscars2015', 'OscarsSoWhite', 'dreams']",oscars
45,2015-01-29 01:48:26+00:00,"#ILostSleepBecause of all the PC 
#OscarsSoWhite 
#BETSoBlack
#ICantBreathe 
#IrishJokes
#RangaJokes
#BlondeJokes
#BreastfeedingInPublic",https://twitter.com/couch_specimen/status/560615422001565696,"['ILostSleepBecause', 'OscarsSoWhite', 'BETSoBlack', 'ICantBreathe', 'IrishJokes', 'RangaJokes', 'BlondeJokes', 'BreastfeedingInPublic']",oscars
46,2015-01-29 01:39:28+00:00,"#ILostSleepBecause of all the PC 

#OscarsSoWhite 
#BETSoBlack
#ICantBreathe 
#IrishJokes
#RangaJokes
#BlondeJokes
#BreastfeedingInPublic",https://twitter.com/couch_specimen/status/560613163599532032,"['ILostSleepBecause', 'OscarsSoWhite', 'BETSoBlack', 'ICantBreathe', 'IrishJokes', 'RangaJokes', 'BlondeJokes', 'BreastfeedingInPublic']",oscars
47,2015-01-29 00:30:36+00:00,These #OscarsSoWhite tweets are bringing pure joy to my soul😅😂,https://twitter.com/Diari23/status/560595833910198272,['OscarsSoWhite'],oscars
48,2015-01-29 00:09:46+00:00,"ClutchMag&gt; WATCH: Ava DuVernay Talks Selma, #OscarsSoWhite, and Hollywood’s Lack of Diversity http://t.co/ZzMNzkq5YY",https://twitter.com/SoMetroRadio/status/560590591499993088,['OscarsSoWhite'],oscars
49,2015-01-28 23:28:45+00:00,"@blackexplainer #OscarsSoWhite they thought ""12 YEARS A SLAVE"" was a reality show.",https://twitter.com/noramoss/status/560580267984056320,['OscarsSoWhite'],oscars
50,2015-01-28 22:54:10+00:00,#OscarsSoWhite the only black person they acknowledge is Martin Luther King Jr. #Selma #PointsMe,https://twitter.com/alholmtoday/status/560571564841000962,"['OscarsSoWhite', 'Selma', 'PointsMe']",oscars
51,2015-01-28 22:44:44+00:00,"WATCH: Ava DuVernay Talks Selma, #OscarsSoWhite, and Hollywood’s Lack of Diversity http://t.co/afbDuImYTQ",https://twitter.com/BlckNews/status/560569191669833731,['OscarsSoWhite'],oscars
52,2015-01-28 22:23:23+00:00,"WATCH: Ava DuVernay Talks Selma, #OscarsSoWhite, and Hollywood’s Lack of Diversity http://t.co/LHaDUlNOx7",https://twitter.com/HotSpotsDiva/status/560563816271200258,['OscarsSoWhite'],oscars
53,2015-01-28 22:20:54+00:00,"WATCH: Ava DuVernay Talks Selma, #OscarsSoWhite, and Hollywood’s Lack of Diversity http://t.co/YLwxIAO2Z6",https://twitter.com/cafegabriel/status/560563190934020096,['OscarsSoWhite'],oscars
54,2015-01-28 22:17:36+00:00,"While diversity wins at Sundance, films by blacks aren't so hot in Hollywood ##oscarssowhite. http://t.co/XSyenXO1a8",https://twitter.com/chazermann26/status/560562360596058112,['oscarssowhite'],oscars
55,2015-01-28 22:08:11+00:00,"WATCH: Ava DuVernay Talks Selma, #OscarsSoWhite, and Hollywood’s Lack of Diversity http://t.co/AOaigiZdeu",https://twitter.com/SandraGabriel_/status/560559993494454273,['OscarsSoWhite'],oscars
56,2015-01-28 22:00:41+00:00,"WATCH: Ava DuVernay Talks Selma, #OscarsSoWhite, and Hollywood’s Lack of Diversity http://t.co/L6vlarXlDH",https://twitter.com/WomenTricks/status/560558105717526528,['OscarsSoWhite'],oscars
57,2015-01-28 21:53:15+00:00,"WATCH: Ava DuVernay Talks Selma, #OscarsSoWhite, and Hollywood's Lack of Diversity 

From Democracy Now!:... http://t.co/TfHzt3XbJY",https://twitter.com/ClutchMagazine/status/560556233191882754,['OscarsSoWhite'],oscars
58,2015-01-28 21:48:43+00:00,"Selma Director Ava DuVernay on Hollywood’s Lack of Diversity, Oscar Snub &amp; #OscarsSoWhite Hashtag http://t.co/vzj55bwmIN #selma",https://twitter.com/vlamers/status/560555092014010369,"['OscarsSoWhite', 'selma']",oscars
59,2015-01-28 20:52:00+00:00,STUDENT DISCUSSION: Why does diversity in film matter? http://t.co/w0t10xRDEP  #DoNowOscar #OscarsSoWhite #Oscars2015 @KQEDedspace,https://twitter.com/KQEDForum/status/560540818604560384,"['DoNowOscar', 'OscarsSoWhite', 'Oscars2015']",oscars
60,2015-01-28 20:49:38+00:00,"Selma Director Not ‘Bothered’ by Award Snubs, Addresses #OscarsSoWhite - http://t.co/V6gGwkWTao",https://twitter.com/BoneKnightmare/status/560540226003927042,['OscarsSoWhite'],oscars
61,2015-01-28 20:26:24+00:00,"While diversity wins at Sundance, films by blacks aren't so hot in Hollywood ##oscarssowhite. http://t.co/ge3NIdbSeF",https://twitter.com/macknancy488/status/560534376413270016,['oscarssowhite'],oscars
62,2015-01-28 20:12:35+00:00,Jaded Pinkett weighs in on #OscarsSoWhite http://t.co/973IZKZQbU,https://twitter.com/SaneIsCrazy/status/560530899083603969,['OscarsSoWhite'],oscars
63,2015-01-28 20:02:28+00:00,"Selma Director Ava DuVernay on Hollywood’s Lack of Diversity, Oscar Snub and #OscarsSoWhite Hashtag http://t.co/DoweZ8jRRW via @democracynow",https://twitter.com/rosestiffarm/status/560528354487435265,['OscarsSoWhite'],oscars
64,2015-01-28 20:02:24+00:00,"Selma Director Ava DuVernay on Hollywood’s Lack of Diversity, Oscar Snub and #OscarsSoWhite Hashtag http://t.co/EafPwszuRy",https://twitter.com/rosestiffarm/status/560528338327179264,['OscarsSoWhite'],oscars
65,2015-01-28 19:31:55+00:00,"While diversity wins at Sundance, films by blacks aren't so hot in Hollywood #oscarssowhite. http://t.co/v0feVf4NlN",https://twitter.com/swFlorida239/status/560520665955315713,['oscarssowhite'],oscars
66,2015-01-28 19:31:16+00:00,@essencemag @common @johnlegend Is this #Oscars2015 way if adding color to the show? We can perform/present only but not win #OscarsSoWhite,https://twitter.com/alphatheta87/status/560520502582976512,"['Oscars2015', 'OscarsSoWhite']",oscars
67,2015-01-28 19:08:01+00:00,"While diversity wins at Sundance, films by blacks aren't so hot in Hollywood ##oscarssowhite. http://t.co/MtXjulRd9r",https://twitter.com/gisellejones12/status/560514652187402240,['oscarssowhite'],oscars
68,2015-01-28 18:17:14+00:00,"Selma Director Ava DuVernay on Hollywood’s Lack of Diversity, Oscar Snub and #OscarsSoWhite Hashtag http://t.co/GuWEaahS4a via @democracynow",https://twitter.com/rshanea722/status/560501870620602368,['OscarsSoWhite'],oscars
69,2015-01-28 18:10:41+00:00,"Don't point your finger at the Academy with #OscarsSoWhite critiques, the real problem is much deeper than that http://t.co/1v1IbMDf0v",https://twitter.com/andrew_jeffrey/status/560500224573976576,['OscarsSoWhite'],oscars
70,2015-01-28 18:05:41+00:00,"#Selma Director Ava DuVernay on Hollywood’s Lack of Diversity, Oscar Snub and #OscarsSoWhite Hashtag: http://t.co/mIrcbgTrLT Just love her.",https://twitter.com/Craia9/status/560498965251387392,"['Selma', 'OscarsSoWhite']",oscars
71,2015-01-28 18:03:02+00:00,"Selma Director Ava DuVernay on Hollywood’s Lack of Diversity, Oscar Snub and #OscarsSoWhite Hashtag http://t.co/GW25HC8YWE via @democracynow",https://twitter.com/K_ristenC/status/560498297282899968,['OscarsSoWhite'],oscars
72,2015-01-28 17:59:25+00:00,Diversity in films matter. Join the convo re diversity in film as a response to #OscarsSoWhite @KQEDedspace @BAVC - http://t.co/9niigGBUej,https://twitter.com/TheMoADVanguard/status/560497386288476160,['OscarsSoWhite'],oscars
73,2015-01-28 17:58:37+00:00,STUDENT DISCUSSION: Why does diversity in film matter? http://t.co/0mK5Gaeuh4 #DoNowOscar #OscarsSoWhite #Oscars2015 http://t.co/i0bN9u4nsy,https://twitter.com/KQEDedspace/status/560497188254400512,"['DoNowOscar', 'OscarsSoWhite', 'Oscars2015']",oscars
74,2015-01-28 17:52:30+00:00,"Selma Director Ava DuVernay on Hollywood’s Lack of Diversity, Oscar Snub and #OscarsSoWhite Hashtag http://t.co/EzJ0AG33Pf",https://twitter.com/TheLewisEffect/status/560495646143430656,['OscarsSoWhite'],oscars
75,2015-01-28 17:49:24+00:00,Selma should have been nominated.   #OscarsSoWhite,https://twitter.com/redchrissy32/status/560494865394327552,['OscarsSoWhite'],oscars
76,2015-01-28 17:44:31+00:00,Join the conversation on the importance of diversity in film as a response to #OscarsSoWhite @KQEDedspace #DoNowOscar http://t.co/YEDCy7NEZz,https://twitter.com/BAVCmedia/status/560493636899438592,"['OscarsSoWhite', 'DoNowOscar']",oscars
77,2015-01-28 16:54:29+00:00,"The Oscars invited Common, John Legend, and Rita Ora to perform. I guess #OscarsSoWhite made em throw some pepper on the rice huh?",https://twitter.com/LuvLyricalMusic/status/560481047046291456,['OscarsSoWhite'],oscars
78,2015-01-28 16:10:24+00:00,Lul at getting common and john legend to perform like it's going to make us forget that #OscarsSoWhite,https://twitter.com/bawlzoehard/status/560469953036304385,['OscarsSoWhite'],oscars
79,2015-01-28 15:41:53+00:00,"http://t.co/17BUYxn5Fk 
Premium Gemstone Bracelets 
#icanrockthat #foxnewsfacts #classy #OscarsSoWhite #love… http://t.co/nvbEMRjqdq",https://twitter.com/IcanrockST/status/560462778562248704,"['icanrockthat', 'foxnewsfacts', 'classy', 'OscarsSoWhite', 'love']",oscars
80,2015-01-28 15:36:22+00:00,David Oyelowo defends Benedict Cumberbatch’s ‘colored actors’ comment: http://t.co/IokFzPwE5z via @celebitchy #OscarsSoWhite,https://twitter.com/GabnDad/status/560461389073244160,['OscarsSoWhite'],oscars
81,2015-01-28 15:10:06+00:00,"While diversity wins at Sundance, films by blacks aren't so hot in Hollywood ##oscarssowhite. http://t.co/gJLuNAuz77",https://twitter.com/mmwlawtaos1/status/560454776279035904,['oscarssowhite'],oscars
82,2015-01-28 15:05:43+00:00,#OscarsSoWhite and Al Sharpton is #SoPissed | Bill Handel on KFI AM 640 http://t.co/rFwBGn3knb via @KFIAM640,https://twitter.com/basiliobmp/status/560453674292359170,"['OscarsSoWhite', 'SoPissed']",oscars
83,2015-01-28 14:43:55+00:00,"Selma Director Ava DuVernay on Hollywood’s Lack of Diversity, Oscar Snub and #OscarsSoWhite Hashtag http://t.co/ljapkdqJOb",https://twitter.com/_JVigo/status/560448190676500482,['OscarsSoWhite'],oscars
84,2015-01-28 14:27:18+00:00,"While diversity wins at Sundance, films by blacks aren't so hot in Hollywood ##oscarssowhite. http://t.co/sq4nFukw6k",https://twitter.com/gcnmusic/status/560444005729595392,['oscarssowhite'],oscars
85,2015-01-28 14:05:46+00:00,"While diversity wins at Sundance, films by blacks aren't so hot in Hollywood ##oscarssowhite. http://t.co/tKy6WMrN7C",https://twitter.com/JBrownTechEdit/status/560438588974714882,['oscarssowhite'],oscars
86,2015-01-28 14:03:18+00:00,"While diversity wins at Sundance, films by blacks aren't so hot in Hollywood ##oscarssowhite. http://t.co/D8sFbUEZhc",https://twitter.com/theamericanmag1/status/560437966124744704,['oscarssowhite'],oscars
87,2015-01-28 13:18:39+00:00,"Selma Director Ava DuVernay on Hollywood's Lack of Diversity, Oscar Snub and #OscarsSoWhite Hashtag http://t.co/YjuCwtCkjP via @democracynow",https://twitter.com/red16327/status/560426730910138368,['OscarsSoWhite'],oscars
88,2015-01-28 12:53:30+00:00,"While diversity wins at Sundance, films by blacks aren't so hot in Hollywood ##oscarssowhite. http://t.co/nqxxUbUjjq",https://twitter.com/gathersstrat/status/560420401239822336,['oscarssowhite'],oscars
89,2015-01-28 12:27:30+00:00,"Selma Director Ava DuVernay on Hollywood’s Lack of Diversity, Oscar Snub and #OscarsSoWhite Hashtag | Democracy Now! http://t.co/IBW4gvo8Qw",https://twitter.com/JamiaStarheart/status/560413858792480769,['OscarsSoWhite'],oscars
90,2015-01-28 12:25:17+00:00,"While diversity wins at Sundance, films by blacks aren't so hot in Hollywood ##oscarssowhite. http://t.co/kVd6HdR3uh",https://twitter.com/news4rte/status/560413299922444288,['oscarssowhite'],oscars
91,2015-01-28 11:26:01+00:00,"@MarieMJS Only white actors/actresses... (Rehashing the #OscarsSoWhite controversy, because I'm a jerk)",https://twitter.com/Raph_AB/status/560398386760007680,['OscarsSoWhite'],oscars
92,2015-01-28 08:51:58+00:00,"Selma Director Ava DuVernay on Hollywood’s Lack of Diversity, Oscar Snub and #OscarsSoWhite Hashtag http://t.co/FMICugvsqk via @democracynow",https://twitter.com/JimWeiler0/status/560359616929083392,['OscarsSoWhite'],oscars
93,2015-01-28 07:38:08+00:00,@chaeronaea #OscarsSoWhite,https://twitter.com/tauriqmoosa/status/560341036359499776,['OscarsSoWhite'],oscars
94,2015-01-28 06:55:55+00:00,"#OscarsSoWhite, el hashtag que clama contra la falta de diversidad en la meca del cine http://t.co/d6eJyl0nT9",https://twitter.com/StaCke/status/560330411596083200,['OscarsSoWhite'],oscars
95,2015-01-28 05:30:03+00:00,"Tell @TheAcademy 
Yes To ➡ #SelmaMovie ✔
and ➡ #NoSniperOscar 🚫
#Oscars2015 #Oscars #OscarsSoWhite
#ICantBreathe #Justice",https://twitter.com/therightswrong/status/560308804089569280,"['SelmaMovie', 'NoSniperOscar', 'Oscars2015', 'Oscars', 'OscarsSoWhite', 'ICantBreathe', 'Justice']",oscars
96,2015-01-28 04:46:50+00:00,"Selma Director Ava DuVernay on Hollywood’s Lack of Diversity, Oscar Snub and #OscarsSoWhite Hashtag | Democracy Now - http://t.co/9xkud4UG7k",https://twitter.com/ddoorn/status/560297928640974848,['OscarsSoWhite'],oscars
97,2015-01-28 04:31:42+00:00,"Selma Director Ava DuVernay on Hollywood’s Lack of Diversity, Oscar Snub and #OscarsSoWhite Hashtag
http://t.co/udOKme7fS6",https://twitter.com/mediajustice/status/560294120439447552,['OscarsSoWhite'],oscars
98,2015-01-28 04:04:01+00:00,"Selma Director Ava DuVernay on Hollywood’s Lack of Diversity, Oscar Snub and #OscarsSoWhite Hashtag http://t.co/1aKR802QkF via @democracynow",https://twitter.com/DrLove_94/status/560287151867568128,['OscarsSoWhite'],oscars
99,2015-01-28 03:52:26+00:00,"Selma Director Ava DuVernay on Hollywood’s Lack of Diversity, Oscar Snub and #OscarsSoWhite Hashtag http://t.co/FqwHMT5byK via @democracynow",https://twitter.com/MariuSuarez/status/560284236067127296,['OscarsSoWhite'],oscars
100,2015-01-28 03:44:01+00:00,"Selma Director Ava DuVernay on Hollywood’s Lack of Diversity, Oscar Snub and #OscarsSoWhite Hashtag http://t.co/yLc8r3DF4e via @democracynow",https://twitter.com/RecoveringArmyB/status/560282118509838336,['OscarsSoWhite'],oscars
101,2015-01-28 03:36:52+00:00,"Selma Director Ava DuVernay on Hollywood’s Lack of Diversity, Oscar Snub and #OscarsSoWhite Hashtag http://t.co/Z7UdNtDEPB via @democracynow",https://twitter.com/ClayborneCarson/status/560280319660933120,['OscarsSoWhite'],oscars
102,2015-01-28 03:30:10+00:00,Oh the many reasons why I LOVE theellenshow #ellen #oscarssowhite http://t.co/8ZMAudnAC8,https://twitter.com/Sahar1913/status/560278634783858689,"['ellen', 'oscarssowhite']",oscars
103,2015-01-28 03:28:03+00:00,"Selma Director Ava DuVernay on Hollywood’s Lack of Diversity, Oscar Snub and #OscarsSoWhite Hashtag http://t.co/Kkcg4fJh7x via @democracynow",https://twitter.com/OldElmTree/status/560278101763301378,['OscarsSoWhite'],oscars
104,2015-01-28 03:25:06+00:00,"Selma Director @avaetc on Hollywood’s Lack of Diversity, #Oscar Snub and #OscarsSoWhite Hashtag http://t.co/VQf0XkUs52 via @democracynow",https://twitter.com/ItaliaNoiWeb/status/560277360067739649,"['Oscar', 'OscarsSoWhite']",oscars
105,2015-01-28 03:25:05+00:00,"Selma Director @avaetc on Hollywood’s Lack of Diversity, #Oscar Snub and #OscarsSoWhite Hashtag http://t.co/acl3G5UytH",https://twitter.com/democracynow/status/560277354199916544,"['Oscar', 'OscarsSoWhite']",oscars
